123.84,0,0,0
189.03,3.4003,0,88.43
0.32695,35.175,2.36,2.36
7.7111,32.27,25.281,5.7356
27.27,7.5497,1.2698,0.47617
4.3677,83.333,24.597,1.9566
85.493,4.1831,2.8195,39.786
0.37533,52.947,10.397,0.29124
10.337,112.43,103.41,0.83736
