59.252,0,0,0
0.014276,7.937,38.357,11.127
23.884,24.078,0.045278,0.007449
2.4575,50.62,3.0368,6.7918
2.5003,0.75752,4.1558,13.046
28.764,72.125,0.30453,1.1918
9.8401,1.8983,19.497,42.667
3.4294,14.488,0.024149,0.074056
4.1339,7.8196,26.996,88.857
