"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.99999,0,0,0,0,0,0,0,0,0
"2",0.332263573307044,0.24072876658716,0,0,0,0.323204088217505,0.103793571888291,0,0,0
"3",0.353858490135899,0.0184997307046412,0.121473461310586,0.0357750518064749,0.0217628874116534,0.354376701277066,0.0101002918331087,0.0591240906202298,0.015500121493369,0.00951917340697259
"4",0.354228104150751,0.0557692944829709,0.0979937989669158,0.0172341500816716,0.0384208884687126,0.335112418010963,0.0207339127250884,0.0558514172187134,0.00661010730579405,0.0180359085884186
"5",0.331756549126494,0.0213415422681935,0.12420230291079,0.022203702635116,0.034535767087856,0.347719313309071,0.00847770436938775,0.080501693344987,0.0101109935079125,0.019140431440192
"6",0.336890759248235,0.0981239380835798,0.0136303525042503,0.0414245016641065,0.0205753114349334,0.389180441836874,0.0556000038355085,0.00785331872176328,0.024469957162674,0.012241415508075
"7",0.205666244044004,0.0312091428146658,0.24031947862236,0.00806512516284892,0.00677247086640006,0.224015859281222,0.025668859429887,0.248716166642503,0.00518484536632885,0.00437180776978106
"8",0.308297514399275,0.149709175487289,0.00264465564048088,0.0343551513562731,0.0213665267794705,0.354282035761539,0.0962965610082685,0.00172495537864129,0.0192633478603663,0.0120500763283965
"9",0.266841398946357,0.0387447292836118,0.174904816612191,0.0204493356242869,0.0115402929292645,0.305634106240254,0.0294019583585464,0.133466534740614,0.0123297822535144,0.00667704501135955
"10",0.332385942857441,0.0514233146402094,0.0881200646400888,0.087614523193863,0.00865893361760176,0.302030204829722,0.0211021157314228,0.0613850722996691,0.0441799720449235,0.00308985614505915
"11",0.23473138558256,0.0352646627210095,0.153939354597848,0.0236063056548225,0.0376840066971363,0.274739314266775,0.0259832330389624,0.163455037381116,0.0194995948970198,0.0310871051627508
