"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.99999,0,0,0,0,0,0,0,0,0
"2",0.332263573307044,0.24072876658716,0,0,0,0.323204088217505,0.103793571888291,0,0,0
"3",0.353858490135899,0.0184997307046412,0.121473461310586,0.0357750518064749,0.0217628874116534,0.354376701277066,0.0101002918331087,0.0591240906202298,0.015500121493369,0.00951917340697259
"4",0.354228104150751,0.0557692944829709,0.0979937989669158,0.0172341500816716,0.0384208884687126,0.335112418010963,0.0207339127250884,0.0558514172187134,0.00661010730579405,0.0180359085884186
"5",0.331756549126494,0.0213415422681935,0.12420230291079,0.022203702635116,0.034535767087856,0.347719313309071,0.00847770436938775,0.080501693344987,0.0101109935079125,0.019140431440192
"6",0.336890759248235,0.0981239380835798,0.0136303525042503,0.0414245016641065,0.0205753114349334,0.389180441836874,0.0556000038355085,0.00785331872176328,0.024469957162674,0.012241415508075
"7",0.227931640534638,0.0492087544946871,0.197041200603672,0.00974105316704817,0.00810991885820408,0.268651076740321,0.0411767463425808,0.186736362282776,0.00620609121390233,0.00518715576217066
"8",0.31762433518997,0.13284736376849,0.00646391089706465,0.0367167210484046,0.0227207738304572,0.361332843644428,0.0849315594161581,0.00415952306282034,0.0204578249120475,0.0127351442301606
"9",0.267684765027643,0.0485738280967815,0.165134977997654,0.0197787141982487,0.0113083071185044,0.306199709264137,0.0368807009990783,0.125952743821558,0.0119304368319327,0.00654581664446207
"10",0.328624871899331,0.0442777623155434,0.0995848824144298,0.087053161904628,0.00866211417020685,0.297456241973135,0.0181942200959977,0.0692029874013498,0.0438425356225625,0.00309122220281611
"11",0.238344809829773,0.039622480955862,0.143134061193288,0.0247460015013841,0.0393783753912336,0.280257502491129,0.0291826826166586,0.1523705027049,0.0204500803804752,0.0325035029352965
