"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",0.420496135109858,0.413868451642665,0.390752732562746,0.384901392630904,0.740661113428583,0.987469460562775,0.00425709976373028,0.00320838078532977,0.00291443359527,0.00268593719879627,0.00374630309939414,0.0033970238989664,0.00275246537983848,0.0031692457627293
